var	minCostFlow
38	0.22707
38	0.211269
38	0.12781
38	0.170648
38	0.181758
38	0.261912
38	0.179765
38	0.392451
38	0.23156
38	0.215558
38	0.229857
38	0.213272
38	0.23678
38	0.18609
38	0.133637
38	0.14904
38	0.272501
38	0.31314
38	0.149179
38	0.293427
38	0.267566
38	0.324481
38	0.188195
38	0.186193
38	0.243935
38	0.306
38	0.179128
38	0.191033
38	0.202036
38	0.140252
38	0.202018
38	0.227871
38	0.293038
38	0.182433
38	0.243904
38	0.153114
38	0.201804
38	0.238739
38	0.184242
38	0.294177
40	0.182934
40	0.21327
40	0.241824
40	0.100539
40	0.27291
40	0.209204
40	0.195058
40	0.152404
40	0.236254
40	0.276622
40	0.280796
40	0.235758
40	0.152669
40	0.237968
40	0.145045
40	0.194383
40	0.315778
40	0.236729
40	0.221614
40	0.179056
40	0.31216
40	0.17958
40	0.143976
40	0.396201
40	0.250435
40	0.266662
40	0.116052
40	0.125588
40	0.203439
40	0.237301
40	0.106957
40	0.176069
40	0.169231
40	0.0940421
40	0.299589
40	0.264239
40	0.236608
40	0.225125
40	0.263634
40	0.188249
40	0.203037
40	0.14851
40	0.14454
40	0.222287
40	0.281277
40	0.22669
40	0.173893
40	0.258187
40	0.210244
40	0.239961
40	0.251638
40	0.186818
40	0.15351
40	0.194858
40	0.217192
40	0.21629
40	0.153068
40	0.190319
40	0.215281
40	0.219556
40	0.217456
40	0.158922
40	0.139927
40	0.176734
40	0.294198
40	0.163897
40	0.0929936
40	0.119875
40	0.239143
40	0.166882
40	0.221946
40	0.212717
40	0.102055
40	0.274838
40	0.304164
40	0.128802
40	0.249294
40	0.116736
40	0.267398
40	0.208045
40	0.28079
40	0.283697
40	0.12428
40	0.20515
40	0.321802
40	0.252428
40	0.251393
40	0.285295
40	0.218863
40	0.255527
40	0.150019
40	0.326887
40	0.111587
40	0.11089
40	0.101666
40	0.301961
40	0.196289
40	0.0971534
40	0.154823
40	0.352399
42	0.183318
42	0.19799
42	0.24957
42	0.214962
42	0.190647
42	0.176841
42	0.314093
42	0.170302
42	0.121347
42	0.208693
42	0.116387
42	0.245921
42	0.115254
42	0.280519
42	0.234421
42	0.222573
42	0.120478
42	0.152353
42	0.212992
42	0.340135
42	0.220311
42	0.189682
42	0.21725
42	0.234426
42	0.261829
42	0.0741989
42	0.260405
42	0.241585
42	0.229665
42	0.235143
42	0.199651
42	0.229955
42	0.120117
42	0.1521
42	0.226517
42	0.177772
42	0.263262
42	0.159064
42	0.206139
42	0.241434
42	0.238048
42	0.219013
42	0.159987
42	0.266165
42	0.177854
42	0.221336
42	0.345252
42	0.144811
42	0.201571
42	0.322499
42	0.223262
42	0.227219
42	0.133674
42	0.208699
42	0.228546
42	0.283693
42	0.167011
42	0.194537
42	0.245604
42	0.162858
42	0.268401
42	0.246448
42	0.236065
42	0.165846
42	0.0801125
42	0.232123
42	0.166042
42	0.193323
42	0.175605
42	0.209221
42	0.165855
42	0.226506
42	0.216259
42	0.238502
42	0.158773
42	0.200232
42	0.253915
42	0.22269
42	0.22277
42	0.213235
42	0.239789
42	0.310701
42	0.215547
42	0.0895849
42	0.214967
42	0.214979
42	0.272062
42	0.201314
42	0.229304
42	0.224178
42	0.108004
42	0.218442
42	0.188799
42	0.195433
42	0.167979
42	0.141361
42	0.299278
42	0.215146
42	0.233483
42	0.329217
44	0.14781
44	0.071369
44	0.152585
44	0.237016
44	0.15722
44	0.284988
44	0.260879
44	0.176903
44	0.313552
44	0.159581
44	0.229362
44	0.307541
44	0.136198
44	0.109726
44	0.211097
44	0.281145
44	0.200957
44	0.31265
44	0.104658
44	0.219655
44	0.160816
44	0.240392
44	0.258891
44	0.108037
44	0.30832
44	0.13872
44	0.108595
44	0.169106
44	0.149614
44	0.186663
44	0.331932
44	0.261262
44	0.162046
44	0.215258
44	0.302818
44	0.176668
44	0.14826
44	0.149727
44	0.187026
44	0.176739
44	0.237475
44	0.113763
44	0.231625
44	0.210182
44	0.128107
44	0.126922
44	0.219438
44	0.17652
44	0.207196
44	0.281842
44	0.215922
44	0.244313
44	0.229238
44	0.165377
44	0.301062
44	0.21342
44	0.20357
44	0.195213
44	0.0968434
44	0.168151
44	0.113089
44	0.137677
44	0.331169
44	0.216734
44	0.180938
44	0.203429
44	0.259091
44	0.186783
44	0.106333
44	0.155341
44	0.0298787
44	0.205761
44	0.196374
44	0.135956
44	0.259591
44	0.25201
44	0.183347
44	0.170154
44	0.248616
44	0.133781
44	0.249412
44	0.102744
44	0.152339
44	0.252798
44	0.112708
44	0.173123
44	0.102782
44	0.152735
44	0.261554
44	0.260911
44	0.256429
44	0.165374
44	0.223422
44	0.135288
44	0.251265
44	0.146513
44	0.101318
44	0.178121
44	0.255897
44	0.172641
46	0.227789
46	0.146002
46	0.22679
46	0.166209
46	0.173078
46	0.198099
46	0.147421
46	0.222423
46	0.230821
46	0.19916
46	0.177011
46	0.284724
46	0.167563
46	0.231126
46	0.156196
46	0.199077
46	0.116056
46	0.159567
46	0.211845
46	0.313017
46	0.191934
46	0.268023
46	0.192181
46	0.204048
46	0.217076
46	0.154323
46	0.177977
46	0.248646
46	0.225351
46	0.174394
46	0.184874
46	0.193374
46	0.173946
46	0.17483
46	0.211257
46	0.112999
46	0.206897
46	0.151651
46	0.158382
46	0.24987
46	0.145493
46	0.153331
46	0.142569
46	0.339025
46	0.18832
46	0.269112
46	0.15565
46	0.221155
46	0.190858
46	0.180348
46	0.149214
46	0.142784
46	0.249245
46	0.250963
46	0.141019
46	0.146314
46	0.135188
46	0.201489
46	0.204083
46	0.152403
46	0.175783
46	0.144177
46	0.230124
46	0.317471
46	0.226931
46	0.180581
46	0.231214
46	0.175883
46	0.145475
46	0.123352
46	0.0791043
46	0.184931
46	0.215116
46	0.30511
46	0.201177
46	0.164964
46	0.140401
46	0.174741
46	0.162594
46	0.237109
46	0.17223
46	0.207693
46	0.267404
46	0.412086
46	0.323638
46	0.177936
46	0.224387
46	0.23303
46	0.26593
46	0.240121
46	0.104353
46	0.255806
46	0.195249
46	0.188712
46	0.19426
46	0.280589
46	0.197832
46	0.197206
46	0.152543
46	0.218092
48	0.228139
48	0.198645
48	0.105456
48	0.135083
48	0.207692
48	0.188898
48	0.162919
48	0.245729
48	0.198851
48	0.221934
48	0.218766
48	0.176303
48	0.110626
48	0.133883
48	0.196333
48	0.150796
48	0.102135
48	0.138467
48	0.196075
48	0.128573
48	0.169579
48	0.200719
48	0.124686
48	0.196174
48	0.126735
48	0.209422
48	0.12797
48	0.192537
48	0.175759
48	0.117563
48	0.229816
48	0.0375202
48	0.160436
48	0.212021
48	0.256336
48	0.207117
48	0.210775
48	0.134721
48	0.187375
48	0.18319
48	0.103975
48	0.134065
48	0.218697
48	0.171025
48	0.235049
48	0.0976759
48	0.209506
48	0.199286
48	0.238911
48	0.225944
48	0.202672
48	0.270599
48	0.23643
48	0.164575
48	0.145329
48	0.155153
48	0.0998162
48	0.233265
48	0.199365
48	0.220506
48	0.144422
48	0.276373
48	0.0945176
48	0.1913
48	0.238884
48	0.156171
48	0.296384
48	0.259556
48	0.196565
48	0.215821
48	0.111492
48	0.256651
48	0.215913
48	0.122065
48	0.089011
48	0.2949
48	0.0875902
48	0.241353
48	0.313199
48	0.294367
48	0.200157
48	0.227637
48	0.205916
48	0.226139
48	0.216127
48	0.25891
48	0.136129
48	0.207317
48	0.188622
48	0.208798
48	0.246014
48	0.172442
48	0.201594
48	0.217254
48	0.247251
48	0.233321
48	0.217273
48	0.212196
48	0.187774
48	0.141582
50	0.173105
50	0.269744
50	0.138903
50	0.132856
50	0.167891
50	0.121512
50	0.126373
50	0.165298
50	0.163063
50	0.208018
50	0.237439
50	0.127751
50	0.241026
50	0.170463
50	0.104509
50	0.228727
50	0.197901
50	0.18371
50	0.18701
50	0.0593884
50	0.14734
50	0.122082
50	0.193579
50	0.138409
50	0.249288
50	0.148922
50	0.191099
50	0.232136
50	0.189389
50	0.188675
50	0.248502
50	0.101858
50	0.200286
50	0.144915
50	0.295231
50	0.194315
50	0.228322
50	0.170512
50	0.0967763
50	0.161918
50	0.141108
50	0.184114
50	0.200995
50	0.165328
50	0.168657
50	0.205624
50	0.246163
50	0.182061
50	0.110891
50	0.281407
50	0.193811
50	0.293594
50	0.17363
50	0.168127
50	0.27756
50	0.216117
50	0.220289
50	0.116942
50	0.198131
50	0.296523
50	0.232437
50	0.183545
50	0.178213
50	0.361254
50	0.15032
50	0.17451
50	0.158965
50	0.170996
50	0.18784
50	0.180014
50	0.238796
50	0.122253
50	0.220843
50	0.102199
50	0.207732
50	0.253211
50	0.267692
50	0.0998535
50	0.126057
50	0.22018
50	0.150105
50	0.230575
50	0.295885
50	0.25503
50	0.162477
50	0.27627
50	0.128026
50	0.234642
50	0.241758
50	0.182018
50	0.217916
50	0.136612
50	0.215237
50	0.290933
50	0.0955841
50	0.1299
50	0.157362
50	0.17478
50	0.260367
50	0.167351
52	0.222051
52	0.12119
52	0.22784
52	0.186394
52	0.214891
52	0.379825
52	0.179818
52	0.264991
52	0.23813
52	0.154744
52	0.254094
52	0.0854067
52	0.303735
52	0.20321
52	0.191909
52	0.196714
52	0.132798
52	0.161204
52	0.289042
52	0.304082
52	0.10109
52	0.153695
52	0.0859636
52	0.276583
52	0.0796608
52	0.153416
52	0.1796
52	0.205988
52	0.150568
52	0.170593
52	0.0817884
52	0.19933
52	0.114143
52	0.230686
52	0.217557
52	0.231759
52	0.19178
52	0.13312
52	0.268522
52	0.208176
52	0.188737
52	0.247043
52	0.19405
52	0.175898
52	0.108856
52	0.236152
52	0.0873138
52	0.17547
52	0.124871
52	0.237311
52	0.124888
52	0.155632
52	0.287927
52	0.2228
52	0.237902
52	0.118408
52	0.230244
52	0.217447
52	0.158955
52	0.115136
52	0.118385
52	0.277911
52	0.186012
52	0.188185
52	0.189657
52	0.116192
52	0.237877
52	0.272112
52	0.108149
52	0.125267
52	0.159671
52	0.157416
52	0.202178
52	0.172453
52	0.2245
52	0.141927
52	0.147909
52	0.0781342
52	0.280655
52	0.245139
52	0.206991
52	0.102291
52	0.0891674
52	0.172041
52	0.297549
52	0.233482
52	0.117939
52	0.24165
52	0.155248
52	0.24593
52	0.180879
52	0.170216
52	0.157629
52	0.119604
52	0.284155
52	0.153953
52	0.257945
52	0.120215
52	0.214323
52	0.143672
54	0.276406
54	0.14694
54	0.211038
54	0.297563
54	0.161144
54	0.194544
54	0.202583
54	0.24899
54	0.182895
54	0.245009
54	0.165143
54	0.0866267
54	0.0979026
54	0.114606
54	0.235583
54	0.168073
54	0.154863
54	0.108133
54	0.20347
54	0.170992
54	0.191021
54	0.129704
54	0.160904
54	0.110159
54	0.117287
54	0.234422
54	0.248518
54	0.206765
54	0.216995
54	0.225375
54	0.156866
54	0.0803469
54	0.138116
54	0.234574
54	0.25134
54	0.195158
54	0.12845
54	0.208879
54	0.138387
54	0.19503
54	0.160369
54	0.153041
54	0.25543
54	0.242034
54	0.205964
54	0.0975082
54	0.298644
54	0.224593
54	0.222894
54	0.203145
54	0.0970255
54	0.0899038
54	0.0880871
54	0.331672
54	0.28729
54	0.230087
54	0.220655
54	0.145471
54	0.108027
54	0.204125
54	0.190298
54	0.191655
54	0.0671749
54	0.187047
54	0.167587
54	0.0948734
54	0.155787
54	0.222537
54	0.207285
54	0.182115
54	0.104052
54	0.242833
54	0.188844
54	0.123723
54	0.194965
54	0.188878
54	0.224384
54	0.184884
54	0.204255
54	0.168354
54	0.256111
54	0.189241
54	0.217089
54	0.220916
54	0.16561
54	0.146198
54	0.125045
54	0.277864
54	0.187203
54	0.225846
54	0.180905
54	0.178043
54	0.161363
54	0.120439
54	0.157831
54	0.0856564
54	0.223425
54	0.18047
54	0.174118
54	0.192074
56	0.213442
56	0.214593
56	0.0984711
56	0.0873148
56	0.111837
56	0.222268
56	0.216616
56	0.0977156
56	0.0883944
56	0.217452
56	0.19854
56	0.113764
56	0.154682
56	0.248954
56	0.291389
56	0.083222
56	0.157448
56	0.186453
56	0.248766
56	0.149142
56	0.180232
56	0.208938
56	0.216302
56	0.0835411
56	0.27782
56	0.244551
56	0.161092
56	0.285038
56	0.23725
56	0.185591
56	0.315291
56	0.170308
56	0.233996
56	0.124391
56	0.158061
56	0.110452
56	0.0998686
56	0.143921
56	0.149752
56	0.207065
56	0.171046
56	0.253133
56	0.095652
56	0.0998045
56	0.242638
56	0.212929
56	0.223074
56	0.193925
56	0.244821
56	0.275419
56	0.151967
56	0.184932
56	0.172075
56	0.208786
56	0.238872
56	0.26882
56	0.256717
56	0.144823
56	0.17992
56	0.214897
56	0.177914
56	0.254189
56	0.172539
56	0.134101
56	0.214316
56	0.196846
56	0.256746
56	0.147322
56	0.101409
56	0.201721
56	0.151113
56	0.240172
56	0.103674
56	0.0673219
56	0.176062
56	0.120329
56	0.192555
56	0.171616
56	0.142453
56	0.0768305
56	0.164759
56	0.100005
56	0.203593
56	0.184316
56	0.2385
56	0.277043
56	0.239539
56	0.131907
56	0.134332
56	0.265322
56	0.235298
56	0.131398
56	0.0755184
56	0.234987
56	0.228794
56	0.183262
56	0.0947444
56	0.24534
56	0.135493
56	0.108629
58	0.214973
58	0.0853509
58	0.115588
58	0.148373
58	0.311057
58	0.303195
58	0.168344
58	0.102601
58	0.229854
58	0.129097
58	0.16872
58	0.132673
58	0.133193
58	0.155643
58	0.242802
58	0.130691
58	0.0833507
58	0.197552
58	0.129353
58	0.115479
58	0.251323
58	0.219748
58	0.0612766
58	0.128156
58	0.107866
58	0.3232
58	0.253646
58	0.248366
58	0.190145
58	0.0936273
58	0.197646
58	0.143236
58	0.0706056
58	0.174298
58	0.151551
58	0.175116
58	0.141472
58	0.166262
58	0.143826
58	0.125723
58	0.186653
58	0.135509
58	0.160105
58	0.199055
58	0.181729
58	0.180097
58	0.148287
58	0.154381
58	0.208427
58	0.107861
58	0.17683
58	0.134523
58	0.22327
58	0.211531
58	0.207688
58	0.13334
58	0.138915
58	0.18282
58	0.196423
58	0.264407
58	0.314218
58	0.179308
58	0.228334
58	0.184754
58	0.0867609
58	0.0768707
58	0.27437
58	0.169759
58	0.170737
58	0.18835
58	0.107236
58	0.212704
58	0.185311
58	0.180681
58	0.148453
58	0.227632
58	0.223416
58	0.223268
58	0.106968
58	0.295924
58	0.182188
58	0.25315
58	0.17126
58	0.256227
58	0.254467
58	0.206272
58	0.124773
58	0.174208
58	0.111778
58	0.227449
58	0.185855
58	0.150542
58	0.172312
58	0.189967
58	0.299859
58	0.0516892
58	0.203058
58	0.25938
58	0.0658916
58	0.166381
60	0.218435
60	0.184859
60	0.124905
60	0.139819
60	0.190528
60	0.130948
60	0.142451
60	0.302655
60	0.167138
60	0.158563
60	0.171761
60	0.214351
60	0.346122
60	0.20712
60	0.111618
60	0.189856
60	0.0537572
60	0.0935112
60	0.0940947
60	0.141794
60	0.163365
60	0.142722
60	0.120581
60	0.168363
60	0.204881
60	0.129984
60	0.0776083
60	0.292707
60	0.144391
60	0.12446
60	0.141337
60	0.178232
60	0.185232
60	0.179359
60	0.190124
60	0.27422
60	0.210416
60	0.144033
60	0.130134
60	0.101849
60	0.0493578
60	0.140772
60	0.191303
60	0.124079
60	0.17407
60	0.185685
60	0.156027
60	0.226451
60	0.219035
60	0.191567
60	0.226431
60	0.187017
60	0.156391
60	0.13832
60	0.155655
60	0.160231
60	0.175091
60	0.178047
60	0.195675
60	0.167752
60	0.239087
60	0.159416
60	0.14601
60	0.147842
60	0.182005
60	0.125888
60	0.233861
60	0.118984
60	0.0656347
60	0.124589
60	0.2339
60	0.141205
60	0.157144
60	0.180493
60	0.29664
60	0.0865802
60	0.259374
60	0.109175
60	0.101681
60	0.20914
60	0.222479
60	0.136921
60	0.189053
60	0.167107
60	0.102177
60	0.198356
60	0.29703
60	0.0861029
60	0.210173
60	0.106454
60	0.26462
60	0.180752
60	0.0566782
60	0.108766
60	0.284076
60	0.0561194
60	0.204233
60	0.158617
60	0.215701
60	0.113334
62	0.156469
62	0.258572
62	0.240018
62	0.144433
62	0.231476
62	0.18683
62	0.182
62	0.0989041
62	0.191933
62	0.182223
62	0.18699
62	0.0570547
62	0.0954637
62	0.0891135
62	0.139684
62	0.137785
62	0.144051
62	0.114649
62	0.134818
62	0.173894
62	0.18294
62	0.104648
62	0.135107
62	0.116519
62	0.157547
62	0.108356
62	0.17912
62	0.119606
62	0.209925
62	0.147168
62	0.264632
62	0.24983
62	0.0959043
62	0.21914
62	0.214844
62	0.181026
62	0.151336
62	0.14564
62	0.183038
62	0.109954
62	0.131174
62	0.1584
62	0.239139
62	0.0991838
62	0.193408
62	0.0708361
62	0.0791186
62	0.177327
62	0.218051
62	0.182191
62	0.169853
62	0.11687
62	0.11561
62	0.147008
62	0.0867547
62	0.174536
62	0.179416
62	0.0806575
62	0.205728
62	0.0834666
62	0.126217
62	0.181937
62	0.205861
62	0.149844
62	0.0552773
62	0.323132
62	0.236638
62	0.0796663
62	0.295601
62	0.213539
62	0.102726
62	0.0287371
62	0.143465
62	0.179587
62	0.111123
62	0.131535
62	0.179443
62	0.127886
62	0.268266
62	0.106599
62	0.0730329
62	0.0784364
62	0.0978819
62	0.197718
62	0.251018
62	0.117034
62	0.219755
62	0.228159
62	0.238091
62	0.0866062
62	0.16226
62	0.141767
62	0.184208
62	0.19108
62	0.155487
62	0.108058
62	0.129641
62	0.218368
62	0.184007
62	0.125174
64	0.139647
64	0.186481
64	0.192702
64	0.188825
64	0.113895
64	0.0610669
64	0.138141
64	0.119596
64	0.0810664
64	0.194078
64	0.0692654
64	0.0967435
64	0.174385
64	0.165089
64	0.117788
64	0.0907121
64	0.153553
64	0.189599
64	0.248038
64	0.123755
64	0.131218
64	0.122596
64	0.239655
64	0.134432
64	0.169222
64	0.19107
64	0.104595
64	0.192264
64	0.0995336
64	0.178008
64	0.208777
64	0.179769
64	0.193472
64	0.142792
64	0.12062
64	0.21051
64	0.140964
64	0.108279
64	0.234624
64	0.260452
64	0.205188
64	0.181424
64	0.120288
64	0.229406
64	0.113185
64	0.117902
64	0.171124
64	0.0719869
64	0.124494
64	0.216595
64	0.198469
64	0.082614
64	0.180982
64	0.168507
64	0.187194
64	0.215826
64	0.147778
64	0.282745
64	0.14247
64	0.16406
64	0.221061
64	0.226021
64	0.15604
64	0.225386
64	0.246629
64	0.0665132
64	0.2094
64	0.157613
64	0.118377
64	0.175125
64	0.179204
64	0.0453756
64	0.243441
64	0.141456
64	0.174574
64	0.162701
64	0.179653
64	0.22365
64	0.198437
64	0.122812
64	0.104891
64	0.184869
64	0.121767
64	0.174277
64	0.149398
64	0.201606
64	0.0815944
64	0.144593
64	0.0996575
64	0.279149
64	0.115874
64	0.160591
64	0.117456
64	0.231947
64	0.0932086
64	0.0833618
64	0.167059
64	0.156103
64	0.119289
64	0.152269
66	0.178146
66	0.194929
66	0.172436
66	0.129718
66	0.125749
66	0.189862
66	0.105409
66	0.1138
66	0.189428
66	0.135974
66	0.161793
66	0.110124
66	0.188797
66	0.186722
66	0.0755766
66	0.123622
66	0.110417
66	0.0613365
66	0.107113
66	0.0663123
66	0.0985376
66	0.307825
66	0.0564301
66	0.17954
66	0.0931007
66	0.207409
66	0.173502
66	0.169777
66	0.14833
66	0.231216
66	0.144934
66	0.152357
66	0.200911
66	0.119262
66	0.193975
66	0.243802
66	0.135629
66	0.210128
66	0.14967
66	0.0833769
66	0.171291
66	0.239719
66	0.0634296
66	0.235675
66	0.118991
66	0.283409
66	0.180961
66	0.0944
66	0.0818823
66	0.218576
66	0.155407
66	0.161083
66	0.145437
66	0.124432
66	0.207591
66	0.103851
66	0.248736
66	0.101884
66	0.172171
66	0.210152
66	0.160648
66	0.20335
66	0.192568
66	0.0715227
66	0.12539
66	0.235458
66	0.16951
66	0.114714
66	0.222033
66	0.162687
66	0.231344
66	0.1823
66	0.080156
66	0.172955
66	0.106312
66	0.124528
66	0.125795
66	0.117753
66	0.240835
66	0.166119
66	0.273138
66	0.147269
66	0.122008
66	0.25694
66	0.141325
66	0.23687
66	0.110497
66	0.172112
66	0.258286
66	0.117264
66	0.106182
66	0.272773
66	0.134203
66	0.201164
66	0.115106
66	0.152881
66	0.219112
66	0.22252
66	0.212746
66	0.142989
68	0.187059
68	0.122871
68	0.0817043
68	0.15761
68	0.159865
68	0.138541
68	0.172801
68	0.169118
68	0.14209
68	0.246019
68	0.1165
68	0.156346
68	0.239083
68	0.176094
68	0.141494
68	0.19072
68	0.230953
68	0.235107
68	0.407119
68	0.16349
68	0.171833
68	0.195977
68	0.132041
68	0.166446
68	0.108995
68	0.188286
68	0.110862
68	0.099924
68	0.111076
68	0.0737407
68	0.166623
68	0.180275
68	0.158158
68	0.244637
68	0.138325
68	0.137187
68	0.138152
68	0.253646
68	0.264453
68	0.152444
68	0.172573
68	0.173408
68	0.285727
68	0.108721
68	0.215532
68	0.240501
68	0.22972
68	0.280417
68	0.119282
68	0.210475
68	0.107789
68	0.0756707
68	0.122565
68	0.164642
68	0.188849
68	0.201523
68	0.258852
68	0.167967
68	0.241627
68	0.113002
68	0.113202
68	0.246242
68	0.131358
68	0.237332
68	0.122276
68	0.228964
68	0.0837272
68	0.294113
68	0.232333
68	0.228991
68	0.222941
68	0.247
68	0.317268
68	0.091774
68	0.229259
68	0.07288
68	0.11446
68	0.141907
68	0.322689
68	0.165434
68	0.201656
